EVTDESC2000106;DUMMY;;;;;;;;;;;;;x
EVTOPTA2000106;DUMMY;;;;;;;;;;;;;x
EVTDESC312;DUMMY;;;;;;;;;;;;;x
EVTOPTA312;DUMMY;;;;;;;;;;;;;x
EVTDESC318;DUMMY;;;;;;;;;;;;;x
EVTNAMEsacrifice.1;Select A God;;;;;;;;;;;;;x
EVTDESCsacrifice.1;You have decided to make a sacrificial offering to...;;;;;;;;;;;;;x
EVTOPTAsacrifice.1;Sol Invictus, may his unconquered light lead us to further victory!;;;;;;;;;;;;;x
EVTOPTBsacrifice.1;I'm not in the mood for sacrificing.;;;;;;;;;;;;;x
EVTNAMEsacrifice.2;Sacrifice to Sol Invictus;;;;;;;;;;;;;x
EVTDESCsacrifice.2;You go to the temple of Sol Invictus, and proceed with the prescribed rituals.;;;;;;;;;;;;;x
EVTOPTAsacrifice.2;Sol Invictus Aeternam!;;;;;;;;;;;;;x
nick_the_traveller;the Traveller;;;;;;;;;;;;;x
bring_children_to_court;Bring children to court;;;;;;;;;;;;;x
escape_slavery_decision;Escape slavery;;;;;;;;;;;;;x
lower_crown_authority_law_desc;§Y$CLAIMANT$§! can declare war to loosen control of the clans in the §Y$TITLE$§!;;;;;;;;;;;;;x
CB_NAME_LOOSEN_CLAN_CONTROL_LAW;Loosen Clan Control;;;;;;;;;;;;;x
WAR_NAME_LOOSEN_CLAN_CONTROL_LAW;$ORDER$$SECOND_ADJ$ Civil War to loosen control of the clans;;;;;;;;;;;;;x
faction_loosen_clan_control_short;Loosen Control of the Clans;Diminuer l'autorité de la couronne;Schwächere Kronenherrschaft;;Reducir la autoridad de la Corona;;;;;;;;;x
faction_loosen_clan_control_title;Lower Control of the Clans in [This.GetName];;;;;;;;;;;;;x
faction_loosen_clan_control_desc;Members seek to loosen control of the clans in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;;;;;;;;;;;;;x
opinion_loosened_clan_control;Recently Loosened Control of the Clans;;;;;;;;;;;;;x
loosen_clan_control_law_desc;§Y$CLAIMANT$§! can declare war to lower Control of the Clans in the §Y$TITLE$§!;;;;;;;;;;;;;x
faction_loosen_clan_control_ultimatum;Demand Loosen Clan Control;;;;;;;;;;;;;x
faction_loosen_clan_control_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding that [Root.Liege.GetHerHis] control of the clans be loosened.;;;;;;;;;;;;;x
EVTDESClux8025;For too long, the crown has restricted our historic rights and liberties. The time has come to loosen your control over the clans! Submit to this demand peacefully or face the consequences. Rest assured that I have gathered others who are equally upset...\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESClux8094;Under pressure from a powerful Faction, [From.GetTitledName] has agreed to Loosen [From.GetHerHis] Control of the Clans.;;;;;;;;;;;;;x
EVTDESClux8095;Rather than letting civil war tear the realm apart, [From.GetTitledName] has agreed to Loosen [From.GetHerHis] Control of the Clans. Your valuable support in this conflict will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName];;;;;;;;;;;;;x
EVTDESClux8067;Rather than risking civil war that would tear the realm apart, I have decided to give in to your demand and loosen my control over the clans. But this treacherous act of blackmail will not be forgotten...\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
CB_NAME_POPULIST_REVOLT;Populist Revolt Against [Title.GetBaseName];;;;;;;;;;;;;x
CB_NAME_MARTIAL_REVOLT;Martial Revolt Against [Title.GetBaseName];;;;;;;;;;;;;x
CB_NAME_MESSIANIC_REVOLT;Messianic Revolt Against [Title.GetBaseName];;;;;;;;;;;;;x
WAR_NAME_POPULIST_REVOLT;$ORDER$$FIRST_ADJ$ Populist Revolt Against $OTHER_TITLE$;;;;;;;;;;;;;x
WAR_NAME_MARTIAL_REVOLT;$ORDER$$FIRST_ADJ$ Martial Revolt Against $OTHER_TITLE$;;;;;;;;;;;;;x
WAR_NAME_MESSIANIC_REVOLT;$ORDER$$FIRST_ADJ$ Messianic Revolt Against $OTHER_TITLE$;;;;;;;;;;;;;x
populist_revolt_desc;Call upon your fellow countrymen to rise up against the unjust rule in this country;;;;;;;;;;;;;x
martial_revolt_desc;Call upon your fellow soldiers to rise up against the unjust rule in this country;;;;;;;;;;;;;x
messianic_revolt_desc;Call upon all true believers to rise up against the unbelievers ruling this country;;;;;;;;;;;;;x
CUSTOMTOOLTIP37;[From.GetBestName] is relieved.;;;;;;;;;;;;;x
action_martial_training;Inspire Troops;;;;;;;;;;;;;x
action_martial_training_desc;Send your [GetLordSpiritualName] to inspire the troops in this province;;;;;;;;;;;;;x
action_academic_conference;Academic Conference;;;;;;;;;;;;;x
action_academic_conference_desc;Send your [GetLordSpiritualName] to start a conference with the intellectuals and the wise at this province.;;;;;;;;;;;;;x
action_state_rituals;Perform State Rituals;;;;;;;;;;;;;x
action_state_rituals_desc;Send your [GetLordSpiritualName] to perform state rituals in this province.;;;;;;;;;;;;;x
action_populist_rally;Call a Popular Rally;;;;;;;;;;;;;x
action_populist_rally_desc;Send your [GetLordSpiritualName] to incite the masses at this province.;;;;;;;;;;;;;x
action_milenarian_mobilization;Mobilize faithful;;;;;;;;;;;;;x
action_milenarian_mobilization_desc;Send your [GetLordSpiritualName] to mobilize the believers in this province.;;;;;;;;;;;;;x
action_doctrinal_council;Celebrate a Doctrinal Council;;;;;;;;;;;;;x
action_doctrinal_council_desc;Send your [GetLordSpiritualName] to reunite with the priesthood of this province to discuss matters of faith.;;;;;;;;;;;;;x
EVTDESC3124150;A foreign traveller claiming to hail from distant lands has found his way to our castle. He is offering his loyal services to the [Root.PrimaryTitle.GetFullName], and asking only hospitality and protection in return.;;;;;;;;;;;;;x
EVTOPTA3124150;He can surely be of some use. Welcome.;;;;;;;;;;;;;x
EVTOPTB3124150;I do not trust this man. Send him away.;;;;;;;;;;;;;x
EVTOPTC3124150;A spy sent by our enemies! Kill him!;;;;;;;;;;;;;x
EVTOPTD3124150;He is a pagan. He is not welcome here.;;;;;;;;;;;;;x
EVTOPTE3124150;He is a christian. He is not welcome here.;;;;;;;;;;;;;x
EVTOPTC1000109399;Glory to Angra Mainyu;;;;;;;;;;;;;x
nick_the_quarreler;the Quarreler;;;;;;;;;;;;;x
nick_the_red;the Red;;;;;;;;;;;;;x
nick_the_adopted;the Adopted;;;;;;;;;;;;;x
nick_the_merciful;the Merciful;;;;;;;;;;;;;x
nick_the_catholic;the Catholic;;;;;;;;;;;;;x
nick_the_pious;the Pious;;;;;;;;;;;;;x
nick_the_justiciar;the Justiciar;;;;;;;;;;;;;x
nick_greymantle;the Greymantle;;;;;;;;;;;;;x
exotic_plant_ca_garden_courtier;Has an exotic plant garden;;;;;;;;;;;;;x
exotic_plant_ca_garden;Has an exotic plant garden;;;;;;;;;;;;;x
resistance_disease_lvl_2;Increased disease resistance;;;;;;;;;;;;;x
resistance_disease_lvl_1;Disease resistance;;;;;;;;;;;;;x
pneumonic_cure_failed;Attempt to cure pneumonia failed;;;;;;;;;;;;;x
plague_cure_failed;Attempt to cure plague failed;;;;;;;;;;;;;x
syphilitic_cure_failed;Attempt to cure gonorrhea failed;;;;;;;;;;;;;x
2nd_cure_failed;Second attempt to cure failed;;;;;;;;;;;;;x
1st_cure_failed;Attempt to cure failed;;;;;;;;;;;;;x
chattousa_temple;Temple to Arinniti at Chattousa built;;;;;;;;;;;;;x
chattousa_city;City of Chattousa rebuilt;;;;;;;;;;;;;x
chattousa_palace;Palace at Chattousa rebuilt;;;;;;;;;;;;;x
VIET_cretan_feast_timer;;;;;;;;;;;;;;x
VIET_nowruz_timer;;;;;;;;;;;;;;x
VIET_erected_breton_cavalry;Erected Breton cavalry;;;;;;;;;;;;;x
VIET_erected_high_cross;Erected high cross;;;;;;;;;;;;;x
gwyl_madant_timer;;;;;;;;;;;;;;x
VIET_celtic_holy_well;Celtic holy well;;;;;;;;;;;;;x
VIET_mermaid_dummy;Mermaid;;;;;;;;;;;;;x
VIET_minoan_mask;Minoan mask;;;;;;;;;;;;;x
VIET_cretan_vendetta;Cretan vendetta;;;;;;;;;;;;;x
VIET_visited_holy_well;Visited holy well;;;;;;;;;;;;;x
VIET_enjoying_self;Enjoying oneself;;;;;;;;;;;;;x
blessing_obby_ossy;Blessing of Obby Ossy;;;;;;;;;;;;;x
random_imprisonment_ypc;Random imprisonment;;;;;;;;;;;;;x
uneasy_dinner_convo_knight_positive;Uneasy dinner conversation with knight;;;;;;;;;;;;;x
uneasy_dinner_convo_wife_positive;Uneasy dinner conversation with wife;;;;;;;;;;;;;x
uneasy_dinner_convo_wife_negative;Uneasy dinner conversation with wife;;;;;;;;;;;;;x
punished_cruel_trayar;Cruel punishment;;;;;;;;;;;;;x
executed_friend;Executed my friend;;;;;;;;;;;;;x
opinion_ugly_omelette_cook;Employs ugly omelette cook;;;;;;;;;;;;;x
remove_kebal_insult;Removed kebal;;;;;;;;;;;;;x
ultima_avatar_lol;Ultima avatar;;;;;;;;;;;;;x
ordep_obby_oss_dude;Obby Ossy;;;;;;;;;;;;;x
OH;Oh.;;;;;;;;;;;;;x
OH_NO;Oh no...;;;;;;;;;;;;;x
EVTOPTAslavery.1010;Slavery is illegal, free them all.;;;;;;;;;;;;;x
EVTTOOLTIP1_RoI_1001;[From.GetBestName] is informed of your refusal.;;;;;;;;;;;;;x
TOOLTIPSLAVEILEGALSLAVERYWARNING;Warning! Slavery is illegal.;;;;;;;;;;;;;x
TOOLTIP_SoA_5357;This option is available to you due to your your §YLustful§! and §YCynical§! nature and your high §YIntrigue§!\n.;;;;;;;;;;;;;x
dis_chance;Disease chance:\n;;;;;;;;;;;;;x
EVTOPTD64130;It makes me feel so feminine.;;;;;;;;;;;;;x
EVTDESC_TOG_654;Morsels of food and clean-picked bones fly everywhere from the direction of [From.GetTitledFirstName] as [From.GetSheHe] greedily stuffs [From.GetHerselfHimself] with the delicacies served at the table. Suddenly [From.GetHerHis] face turns a strange shade of green, and [From.GetSheHe] rushes towards the exit but only makes it as far as your seat before [From.GetSheHe] starts retching [From.GetHerHis] stomach contents into your lap...;Des morceaux de nourriture et des os bien nettoyés volent dans tous les sens, provenant de [From.GetTitledFirstName] alors qu'[From.GetSheHe] dévore gloutonnement les fins mets qui lui sont servis. Son visage tourne brusquement au vert et [From.GetSheHe] se précipite vers la sortie, mais [From.GetSheHe] ne réussit pas à se rendre plus loin que votre siège, où [From.GetSheHe] vide le contenu de son estomac sur vos jambes...;Speisebrocken und abgenagte Knochen fliegen aus [From.GetTitledFirstName]s Richtung überall hin, als [From.GetSheHe] sich gierig mit den Leckereien am Tisch vollstopft. Plötzlich nimmt [From.GetHerHis] Gesicht eine seltsame Grünfärbung an und [From.GetSheHe] eilt zum Ausgang, schafft es aber nur bis zu Eurem Stuhl, bevor [From.GetSheHe] beginnt, [From.GetHerHis] Mageninhalt in Euren Schoß zu befördern.;;Bocados de comida y huesos limpios vuelan por todas partes de la dirección de [From.GetTitledFirstName] mientras [From.GetSheHe] le mete con avidez a [From.GetHerselfHimself] las delicias servidas en la mesa. De repente [From.GetHerHis] cara se vuelve un poco verde, y [From.GetSheHe] corre hacia la salida pero sólo llega hasta tu sitio antes de que [From.GetSheHe] comience con las arcadas y el contenido de [From.GetHerHis] estómago acabe en tu regazo…;;;;;;;;;x
EVTDESC210;I accept your offer of vassalization, and will swear fealty to you and serve faithfully as your vassal lord.;J’accepte de vous jurer fidélité et de vous servir en tant que vassal.;Ich schwöre Euch die Treue und werde Euch als Euer Vasall dienen.;;Acepto jurarte fidelidad y servirte como vasallo, señor.;;;;;;;;;x
EVTOPTC_RoI_215;I will give it to my [Root.Spouse.GetHusbandWife], [Root.Spouse.GetTitledFirstName].;Je le donnerai à mon [Root.Spouse.GetHusbandWife], [Root.Spouse.GetTitledFirstName].;Ich werde ihn meinem Ehegespons [Root.Spouse.GetTitledFirstName] schenken.;;Se lo daré a mi [Root.Spouse.GetHusbandWife], [Root.Spouse.GetTitledFirstName].;;;;;;;;x;;;;;;;;;;;;;
EVTDESC_WOL_101;I have set my sights on [From.GetTitledFirstName], but the age difference could cause a bit of a scandal if the court gossips take notice of my efforts...;J'ai mes vues sur [From.GetTitledFirstName], mais la différence d'âge pourrait provoquer un scandale si les membres de la cour venaient à remarquer mes efforts...;Ich habe ein Auge auf [From.GetTitledFirstName] geworfen, doch der Altersunterschied könnte zu einem Skandal führen, falls wir am Hof ins Gerede kommen.;;Me he fijado en [From.GetTitledFirstName], pero la diferencia de edad podría causar un pequeño escándalo si los chismosos del corte se fijan en mis esfuerzos...;;;;;;;;;x
EVTOPTB_WOL_1161;No... let's be together right here under [Root.Spouse.GetFirstName]'s nose!;Non... menons notre vie de couple ici, juste sous le nez de [Root.Spouse.GetFirstName] !;Nein... treffen wir uns hier, direkt vor der Nase von [Root.Spouse.GetFirstName]!;;No... quedémonos aquí juntos, ¡bajo las narices de [Root.Spouse.GetFirstName]!;;;;;;;;;x
EVTDESC100020;I watched and winced in sympathy as yet another lady rejected the poor man. It was clear to me that he lacked even the ability to talk to women but why he persisted I could not understand. Never had I had the same problem, maybe it was time for me to take a student?;J'ai assisté à la scène et été pris de compassion quand une autre demoiselle a rejeté ce pauvre homme. Pour moi, il était évident qu'il ne savait pas parler aux femmes et sa persévérance était étonnante. N'ayant jamais rencontré ce problème, je me suis dit qu'il était peut-être temps de prendre un élève sous mon aile.;Ich beobachtete und leidete mit ihm, als eine weitere Dame den armen Mann zurückwies. Es war offensichtlich, dass er es nicht verstand mit Frauen umzugehen und ich verstand nicht, warum er es dennoch weiterhin versuchte. Ich hatte nie dieses Problem, vielleich sollte ich ihn unter meine Fittiche nehmen?;;Ví con pesar como otra mujer rechazaba al pobre hombre. No tenía dudas de que carecía de toda habilidad para hablar con las mujeres pero ¿por qué insistía? No podía comprenderlo. Nunca he tenido el mismo problema, ¿tal vez va siendo hora de que coja un aprendiz?;;;;;;;;;x
EVTOPTB_WOL_10108;This is none of your business.;Ceci ne vous regarde pas.;Das geht Euch nichts an.;;Esto no es asunto tuyo.;;;;;;;;;x
EVTDESC24503;The rest of my sons are nowhere near the abilities of [From.GetTitledFirstName]. He knew how to handle a sword, and would have been a great [From.GetTitle] after my death.;Mes fils survivants, hélas, n'arrivent pas à la cheville de [Root.GetTitledFirstName]. Lui, au moins, savait manier l'épée, et aurait été un grand [From.GetTitle] après ma mort.;Meine verbleibenden Söhne haben bei weitem nicht die Fähigkeiten die [From.GetTitledFirstName] hatte. Er wusste wie man ein Schwert führte und wäre ein großartiger [From.GetTitle], nach meinem Tod gewesen.;;El resto de mis hijos ni se acercan a la capacidad de [From.GetTitledFirstName]. Sabía como blandir una espada, y hubiera sido un gran [From.GetTitle] a mi muerte;;;;;;;;;x
EVTDESC30056;Two competent contenders are fighting for a position in [Root.Location.GetName] training the levies there. My gut tells me to choose the younger man who has risen through the ranks fast, whilst my wife [Root.Spouse.GetFirstName] is urging me to choose the older man who has never risen above the rank of sergeant.;Deux candidats compétents se disputent un poste à [Root.Location.GetName] pour y former les troupes. Mon instinct me dit de choisir le plus jeune qui a rapidement gravi les échelons, tandis que ma femme, [Root.Spouse.GetFirstName], me conseille de choisir le plus âgé qui n’a jamais dépassé le grade de sergent.;Zwei kompetente Anwärter bewerben sich um eine Position für die Wehrpflichtigenausbildung in [Root.Location.GetName]. Mein Bauchgefühl sagt mir, den Jüngeren der beiden zu wählen, der sich sehr schnell durch die Ränge nach oben gearbeitet hat, während meine Gattin [Root.Spouse.GetFirstName] mich drängt, den Älteren zu nehmen, der nie über den Rang eines Feldwebels hinausgekommen ist.;;Dos capaces contendientes se disputan un puesto en [Root.Location.GetName] para entrenar las levas. Mi instinto me dice que elija al joven que ha ascendido con rapidez, mientras que mi esposa [Root.Spouse.GetFirstName] me insta a elegir al más viejo, que nunca ha pasado del grado de sargento.;;;;;;;;;x
tower_topples;The tower topples;;;;;;;;;;;;;x
tower_stands;The tower stands;;;;;;;;;;;;;x
EVTTITLE_WoL_5007_stag;The White Stag;Pendant la chasse, vous perdez votre groupe de vue et vous vous retrouvez seul dans la nature. Alors que vous essayez de vous repérer, vous entrevoyez quelque chose d'étrange au loin... Vous chevauchez dans sa direction et découvrez un majestueux cerf blanc ! Vous vous approchez doucement, mais la bête vous aperçoit et s'enfuit. Vous tentez de la suivre mais le terrain accidenté vous empêche de la rattraper.\n\nVous rejoignez votre groupe de chasse sans parvenir à chasser l'étrange animal de votre mémoire.;Als Ihr auf der Jagd in der Wildnis von Eurer Jagdgesellschaft getrennt. Beim Versuch die Gruppe wiederzufinden erblickt Ihr in der Ferne etwas Seltsames... Es scheint sich um einen majestätischen weißen Hirschen zu handeln! Doch dann, beim Versuch sich ihm zu nähern, wird er auf Euch aufmerksam und ergreift die Flucht. Ihr versucht, ihn zu verfolgen, könnt ihn aber aufgrund des schwierigen Geländes nicht einholen.\n\nWährend Ihr zur Jagdgesellschaft zurückkehrt, müsst Ihr ständig an dieses seltsame Tier denken.;;Durante la caza, te separas de tus compañeros en el páramo. Mientras das vueltas y tratas de encontrar tu rumbo, vislumbras a algo extraño en la distancia… ¡Cabalgas cerca y ves un majestuoso gran ciervo blanco! Como te lo acercas cautelosamente, te ve y se escapa. Tratas de seguirlo pero eres incapaz de alcanzarlo en este terreno difícil.\n\nCuando vuelvas con los tuyos, descubres que no puedes dejar de pensar en este extraño animal.;;;;;;;;;x
EVTTITLE_WoL_5007_bear;The White Bear;Pendant la chasse, vous perdez votre groupe de vue et vous vous retrouvez seul dans la nature. Alors que vous essayez de vous repérer, vous entrevoyez quelque chose d'étrange au loin... Vous chevauchez dans sa direction et découvrez un terrifiant ours blanc ! Vous vous approchez doucement, mais la bête vous aperçoit et s'enfuit. Vous tentez de la suivre mais le terrain accidenté vous empêche de la rattraper.\n\nVous rejoignez votre groupe de chasse sans parvenir à chasser l'étrange animal de votre mémoire.;Auf der Jagd werdet Ihr in der Wildnis von Eurer Jagdgesellschaft getrennt. Beim Versuch die Gruppe wiederzufinden erblickt Ihr etwas Seltsames in der Ferne... Ihr reitet näher heran und seht einen furchterregenden großen weißen Bären! Während Ihr Euch ihm vorsichtig nähert, wird er auf Euch aufmerksam und ergreift die Flucht. Ihr versucht, ihn zu verfolgen, aber aufgrund des schwierigen Geländes könnt Ihr ihn nicht einholen.\n\nWährend Ihr zu Eurer Jagdgesellschaft zurückkehrt, müsst Ihr ständig an dieses seltsame Tier denken.;;Durante la caza, te separas de tus compañeros en el páramo. Mientras das vueltas y tratas de encontrar tu rumbo, vislumbras a algo extraño en la distancia… ¡Cabalgas cerca y ves un tremendo oso blanco! Como te lo acercas cautelosamente, te ve y se escapa. Tratas de seguirlo pero eres incapaz de alcanzarlo en este terreno difícil.\n\nCuando vuelvas con los tuyos, descubres que no puedes dejar de pensar en este extraño animal.;;;;;;;;;x
EVTTITLE_WoL_5007_tiger;The White Tiger;Pendant la chasse, vous perdez votre groupe de vue et vous vous retrouvez seul dans la nature. Alors que vous essayez de vous repérer, vous entrevoyez quelque chose d'étrange au loin... Vous chevauchez dans sa direction et découvrez un terrifiant tigre blanc ! Vous vous approchez doucement, mais la bête vous aperçoit et s'enfuit. Vous tentez de la suivre mais le terrain accidenté vous empêche de la rattraper.\n\nVous rejoignez votre groupe de chasse sans parvenir à chasser l'étrange animal de votre mémoire.;Als Ihr auf der Jagd in der Wildnis von Eurer Jagdgesellschaft getrennt. Beim Versuch die Gruppe wiederzufinden erblickt Ihr in der Ferne etwas Seltsames... Es scheint sich um einen majestätischen weißen Tiger zu handeln! Doch dann, beim Versuch sich ihm zu nähern, wird er auf Euch aufmerksam und ergreift die Flucht. Ihr versucht, ihn zu verfolgen, könnt ihn aber aufgrund des schwierigen Geländes nicht einholen.\n\nWährend Ihr zur Jagdgesellschaft zurückkehrt, müsst Ihr ständig an dieses seltsame Tier denken.;;Durante la caza, te separas de tus compañeros en el páramo. Mientras das vueltas y tratas de encontrar tu rumbo, vislumbras a algo extraño en la distancia… ¡Cabalgas cerca y ves un tremendo tigre blanco! Como te lo acercas cautelosamente, te ve y se escapa. Tratas de seguirlo pero eres incapaz de alcanzarlo en este terreno difícil.\n\nCuando vuelvas con los tuyos, descubres que no puedes dejar de pensar en este extraño animal.;;;;;;;;;x
EVTTITLE_WoL_5007_lion;The White Lion;Pendant la chasse, vous perdez votre groupe de vue et vous vous retrouvez seul dans la nature. Alors que vous essayez de vous repérer, vous entrevoyez quelque chose d'étrange au loin... Vous chevauchez dans sa direction et découvrez un majestueux lion blanc ! Vous vous approchez doucement, mais la bête vous aperçoit et s'enfuit. Vous tentez de la suivre mais le terrain accidenté vous empêche de la rattraper.\n\nVous rejoignez votre groupe de chasse sans parvenir à chasser l'étrange animal de votre mémoire.;Als Ihr auf der Jagd in der Wildnis von Eurer Jagdgesellschaft getrennt. Beim Versuch die Gruppe wiederzufinden erblickt Ihr in der Ferne etwas Seltsames... Es scheint sich um einen majestätischen weißen Löwen zu handeln! Doch dann, beim Versuch sich ihm zu nähern, wird er auf Euch aufmerksam und ergreift die Flucht. Ihr versucht, ihn zu verfolgen, könnt ihn aber aufgrund des schwierigen Geländes nicht einholen.\n\nWährend Ihr zur Jagdgesellschaft zurückkehrt, müsst Ihr ständig an dieses seltsame Tier denken.;;Durante la caza, te separas de tus compañeros en el páramo. Mientras das vueltas y tratas de encontrar tu rumbo, vislumbras a algo extraño en la distancia… ¡Cabalgas cerca y ves un majestuoso león blanco! Como te lo acercas cautelosamente, te ve y se escapa. Tratas de seguirlo pero eres incapaz de alcanzarlo en este terreno difícil.\n\nCuando vuelves con los tuyos, descubres que no puedes dejar de pensar en este extraño animal.;;;;;;;;;x
EVTDESC_WoL_5007_stag;On the hunt, you get separated from your party in the wilderness. As you are roaming around and trying to find your bearings, you glimpse something strange in the distance... you ride closer and see a majestic great white stag! As you cautiously approach, it sees you and runs away. You try to follow but are unable to catch up in the difficult terrain.\n\nAs you get back to your party, you find you can't stop thinking about this strange animal.;Pendant la chasse, vous perdez votre groupe de vue et vous vous retrouvez seul dans la nature. Alors que vous essayez de vous repérer, vous entrevoyez quelque chose d'étrange au loin... Vous chevauchez dans sa direction et découvrez un majestueux cerf blanc ! Vous vous approchez doucement, mais la bête vous aperçoit et s'enfuit. Vous tentez de la suivre mais le terrain accidenté vous empêche de la rattraper.\n\nVous rejoignez votre groupe de chasse sans parvenir à chasser l'étrange animal de votre mémoire.;Als Ihr auf der Jagd in der Wildnis von Eurer Jagdgesellschaft getrennt. Beim Versuch die Gruppe wiederzufinden erblickt Ihr in der Ferne etwas Seltsames... Es scheint sich um einen majestätischen weißen Hirschen zu handeln! Doch dann, beim Versuch sich ihm zu nähern, wird er auf Euch aufmerksam und ergreift die Flucht. Ihr versucht, ihn zu verfolgen, könnt ihn aber aufgrund des schwierigen Geländes nicht einholen.\n\nWährend Ihr zur Jagdgesellschaft zurückkehrt, müsst Ihr ständig an dieses seltsame Tier denken.;;Durante la caza, te separas de tus compañeros en el páramo. Mientras das vueltas y tratas de encontrar tu rumbo, vislumbras a algo extraño en la distancia… ¡Cabalgas cerca y ves un majestuoso gran ciervo blanco! Como te lo acercas cautelosamente, te ve y se escapa. Tratas de seguirlo pero eres incapaz de alcanzarlo en este terreno difícil.\n\nCuando vuelvas con los tuyos, descubres que no puedes dejar de pensar en este extraño animal.;;;;;;;;;x
